UniqueIdentifier,Name,CASNumber,SRSID,SampleFractionRequired,AnalyticalMethodRequired,MethodSpeciationRequired,PickList,GroupName,DomainValueStatus,Description,ComparableName,LastChangeDate
7684,"2,3,3',4,4',5,5',6-Octachlorobiphenyl-C13",234446-64-1,,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-JAN-19,,2019-01-28T03:58:24-05:00
232,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",39635-31-9,739284,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
7680,"2,3,3',4,4',5,5'-Heptachlorobiphenyl-C13",208263-73-4,,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-JAN-19,,2019-01-28T03:58:24-05:00
3244,"2,3,3',4,4',5,6-HPBDE",83992-70-5,,N,N,N,N,"Organics, PCBs",Accepted,; Request Date: 22-JUL-14,,2014-07-22T12:00:00-04:00
2507,"2,3,3',4,4',5,6-Heptachlorobiphenyl",41411-64-7,739391,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
235,"2,3,3',4,4',5-Hexachlorobiphenyl",38380-08-4,692855,Y,Y,N,N,"Organics, PCBs",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
236,"2,3,3',4,4',6-Hexachlorobiphenyl",74472-42-7,740316,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
3245,"2,3,3',4,4'-PEBDE",373594-78-6,1735435,N,N,N,N,"Organics, PCBs",Accepted,; Request Date: 22-JUL-14,,2014-07-22T12:00:00-04:00
237,"2,3,3',4,4'-Pentachlorobiphenyl",32598-14-4,692152,Y,Y,N,N,"Organics, PCBs",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
7668,"2,3,3',4,4'-Pentachlorobiphenyl-C13",208263-62-1,,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-JAN-19,,2019-01-28T03:58:24-05:00
243,"2,3,3',4,5',6-Hexachlorobiphenyl",74472-43-8,740324,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
245,"2,3,3',4,5'-Pentachlorobiphenyl",70362-41-3,740035,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
238,"2,3,3',4,5,5',6-Heptachlorobiphenyl",74472-51-8,740399,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
240,"2,3,3',4,5,5'-Hexachlorobiphenyl",39635-35-3,739326,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:48-05:00
242,"2,3,3',4,5,6-Hexachlorobiphenyl",41411-62-5,739375,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
247,"2,3,3',4,5-Pentachlorobiphenyl",70424-69-0,740126,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
249,"2,3,3',4,6-Pentachlorobiphenyl",74472-35-8,740241,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
251,"2,3,3',4-Tetrachlorobiphenyl",74338-24-2,740217,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
255,"2,3,3',5',6-Pentachlorobiphenyl",68194-10-5,739946,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
256,"2,3,3',5'-Tetrachlorobiphenyl",41464-49-7,739458,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
252,"2,3,3',5,5',6-Hexachlorobiphenyl",74472-46-1,696070,Y,Y,N,N,"Organics, PCBs",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
253,"2,3,3',5,5'-Pentachlorobiphenyl",39635-32-0,739292,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
7669,"2,3,3',5,5'-Pentachlorobiphenyl-C13",235416-29-2,,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-JAN-19,,2019-01-28T03:58:24-05:00
254,"2,3,3',5,6-Pentachlorobiphenyl",74472-36-9,740258,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
257,"2,3,3',5-Tetrachlorobiphenyl",70424-67-8,740100,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
258,"2,3,3',6-Tetrachlorobiphenyl",74472-33-6,740225,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:49-05:00
259,"2,3,3'-Trichlorobiphenyl",38444-84-7,692913,Y,Y,N,N,"Organics, PCBs",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:50-05:00
16697,"2,3,3,3-Tetrafluoro-1-[2,3,5,6-tetrafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)phenyl]-2-(trifluoromethyl)propan-1-one",19547-30-9,1843723,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
21312,"2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3- heptafluoropropoxy)-13C3 -propanoic acid",,1974074,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
20386,"2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,4,4-octafluoro-4-sulfobutoxy)propanoic acid",852157-01-8,1849978,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
21970,"2,3,3,3-Tetrafluoro-2-(1,1,2,2-tetrafluoro-2-sulfoethoxy)propanoic acid",790642-73-8,1973679,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
65023,"2,3,3,3-Tetrafluoro-2-(1,1,2,3,3,3-hexafluoro-2-((1,1,2-trifluoro-2-propen-1-yl)oxy)propoxy)propanoic acid",174082-84-9,1988915,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
21017,"2,3,3,3-Tetrafluoro-2-(fluorosulfonyl)propanoyl fluoride",754-41-6,1973634,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
16781,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-1-(morpholin-4-yl)propan-1-one",176702-73-1,1843724,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16767,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-1-(piperidin-1-yl)propan-1-one",176702-72-0,1843725,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16756,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-N-(1-phenylethyl)propanamide",98873-61-1,1843726,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
9408,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-propanoate",,,N,N,N,N,Not Assigned,Accepted,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-propanoate",,2023-12-11T01:33:01-05:00
16746,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanenitrile",60308-66-9,1843727,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
19452,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanimidamide",62038-10-2,1849910,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
16833,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanoic acid-N-propylpropan-1-amine (1:1)",165951-17-7,1843728,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16819,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanoyl chloride",72848-57-8,1843729,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16809,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propyl 2-fluoroprop-2-enoate",96250-49-6,1843730,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
20398,"2,3,3,3-Tetrafluoro-2-(nonafluorobutoxy)propanoic acid",137780-68-8,1849977,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
18866,"2,3,3,3-Tetrafluoro-2-(nonafluorobutoxy)propanoyl fluoride",65566-03-2,1849367,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
16786,"2,3,3,3-Tetrafluoro-2-(pentafluoroethoxy)propanoic acid",267239-61-2,1843731,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16873,"2,3,3,3-Tetrafluoro-2-(perfluoropentoxy)propan-1-ol",78693-85-3,1843732,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16859,"2,3,3,3-Tetrafluoro-2-(trifluoromethoxy)propanamide",67710-48-9,1843733,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
16848,"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propan-1-amine",182243-54-5,1843734,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
21268,"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanal",7450-64-8,1973623,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
16837,"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanamide",662-20-4,1843735,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
65012,"2,3,3,3-Tetrafluoro-2-[(1,1,2-trifluoro-2-propen-1-yl)oxy]-1-propanol",174082-81-6,1988913,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
65018,"2,3,3,3-Tetrafluoro-2-[(1,1,2-trifluoro-2-propenyl)oxy]-propanoate",174082-80-5,1988912,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63271,"2,3,3,3-Tetrafluoro-2-[1,1,2,2,3,3,4,4-octafluoro-4-(fluorosulfonyl)butoxy]propanoyl fluoride",117516-16-2,1988568,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17282,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2-tetrafluoro-2-sulfoethoxy)propoxy]propanoic acid",1235024-21-1,1851723,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
64872,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2-tetrafluoropropoxy)propoxy]propanol",1643489-49-9,1988883,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17316,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-1-(morpholin-4-yl)propan-1-one",176702-76-4,1843736,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17302,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-1-(pentafluorophenyl)propan-1-one",70627-97-3,1843737,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17291,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-1-(piperidin-1-yl)propan-1-one",176702-75-3,1843738,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17280,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-N-(2-hydroxyethyl)propanamide",137506-19-5,1843739,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17366,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-N-phenylpropanamide",178167-74-3,1843740,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17352,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanamide",60308-67-0,1843741,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17340,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoic acid-N-methylmethanamine (1:1)",328065-54-9,1843742,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17329,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propyl prop-2-enoate",17559-01-2,1843743,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
22607,"2,3,3,3-Tetrafluoro-2-hydroxypropanoic acid",106327-88-2,1851646,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
18133,"2,3,3,3-Tetrafluoro-2-methylpropanoic acid",917951-59-8,1973906,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
21994,"2,3,3,3-Tetrafluoro-2-phenoxypropanoyl fluoride",78900-65-9,1973677,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
17419,"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propan-1-ol",14620-81-6,1843744,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17405,"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propanamide",51445-02-4,1843745,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17394,"2,3,3,3-Tetrafluoro-N-(pentafluorophenyl)-2-(trifluoromethyl)propanamide",105923-37-3,1843746,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
22221,"2,3,3,3-tetrafluoro-2-methoxypropanamide",10186-65-9,1851610,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
19492,"2,3,3,4,4,4-Hexafluoro-1-(piperidin-1-yl)butan-1-one",62765-23-5,1973479,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
18430,"2,3,3,4,4,4-Hexafluoro-2-(pentafluoroethyl)butanoyl fluoride",61340-75-8,1973430,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
21004,"2,3,3,4,4,4-Hexafluoro-2-(trifluoromethyl)butanoyl fluoride",754-49-4,1973635,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
18313,"2,3,3,4,4,4-Hexafluorobut-1-ene-1,1-dithiol",919515-73-4,1973918,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
63769,"2,3,3,4,4,4-Hexafluorobutane-2-sulfonic acid",,1991901,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
19479,"2,3,3,4,4,4-Hexafluorobutanoic acid",62765-25-7,1973480,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
20425,"2,3,3,4,4,5,5,6,6,7,7,7-Dodecafluoro-2-hydroxyheptanoic acid",93682-62-3,1849983,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
19439,"2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Hexadecafluorononanenitrile",376-26-1,1849372,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
18617,"2,3,3,4,4,5,5,6,6,7,7-Undecafluorohept-1-ene",94228-81-6,1973944,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:36-04:00
18539,"2,3,3,4,4,5,5,6,6-Nonafluorocyclohex-1-ene-1-carbonitrile",90408-45-0,1849866,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:36-04:00
19508,"2,3,3,4,4,5,5-Heptafluorooxolane-2-carboxamide",65578-60-1,1849914,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
20360,"2,3,3,4,4,5,5-Heptafluoropentanoic acid",143467-04-3,1849980,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20048,"2,3,3,4,4,5-Hexafluoro-2,5-bis(trifluoromethyl)oxolane",59663-83-1,1974048,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
63762,"2,3,3,4,4-Pentafluorothiolane 1,1-dioxide",,1991902,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20106,"2,3,3,4,5,6,7-Heptafluoro-2-(trifluoromethyl)-2,3-dihydro-1-benzofuran",649727-95-7,1974052,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
63977,"2,3,3,5,5,6,6,8,8,10,10,12,12,12-Tetradecafluoro-4,7,9,11-tetraoxadodecanoic acid",919005-22-4,1989774,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63973,"2,3,3,5,5,6,6,8,8,10,10,12,12,14,14,14-Hexadecafluoro-4,7,9,11,13-pentaoxatetradecanoic acid",919005-23-5,1989775,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
16195,"2,3,3-Trichloro-2-propene-1-sulfonic acid",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16194,"2,3,3-Trichloro-2-propene-1-sulfonic acid (sodium salt)",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
63782,"2,3,3-Trifluoro-2-(trifluoromethyl)-1,4-dioxane",,1991903,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20451,"2,3,3-Trifluoro-3-(heptafluoropropoxy)propanoic acid",919005-19-9,1849981,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
63963,"2,3,3-Trifluoro-3-[perfluoro-3-(methoxy)propoxy]propanoic acid",919005-20-2,1989772,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22481,"2,3,3-Trifluorobicyclo[2.2.1]hept-5-en-2-ol",821793-59-3,1973720,N,N,N,N,"Organics, Other",Accepted,,,2020-06-19T02:02:48-04:00
5321,"2,3,3-Trimethylpentane",560-21-4,54486,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-MAY-15,,2015-05-28T07:48:40-04:00
9353,"2,3,3-trichloroprop-2-ene-1-SA",65600-62-6,,N,N,N,N,Not Assigned,Accepted,"2,3,3-trichloroprop-2-ene-1-SA",,2023-12-15T12:00:00-05:00
9246,"2,3,3-tris(4-methoxyphenyl)-N,N-dimethylprop-2-en-1-amine",5585-64-8,,N,N,N,N,Not Assigned,Accepted,Metsulfuron,,2023-12-11T12:01:50-05:00
31522,"2,3,3`,4,4`,5,5`,6-Octabromodiphenyl ether",,,N,N,N,N,Not Assigned,Accepted,,,2021-01-21T02:01:50-05:00
273,"2,3,4',5,6-Pentachlorobiphenyl",68194-11-6,739953,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:51-05:00
278,"2,3,4',5-Tetrachlorobiphenyl",74472-34-7,740233,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:51-05:00
2492,"2,3,4',6-Tetrachlorobiphenyl",52663-58-8,739482,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:51-05:00
286,"2,3,4'-Trichlorobiphenyl",38444-85-8,692921,Y,Y,N,N,"Organics, PCBs",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:52-05:00
261,"2,3,4,4',5,6-Hexachlorobiphenyl",41411-63-6,739383,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:50-05:00
264,"2,3,4,4',5-Pentachlorobiphenyl",74472-37-0,740266,Y,Y,N,N,"Organics, PCBs",Accepted,PCB CongenerNemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:50-05:00
7670,"2,3,4,4',5-Pentachlorobiphenyl-C13",208263-63-2,,N,N,N,N,Not Assigned,Accepted,; Request Date: 28-JAN-19,,2019-01-28T03:58:24-05:00
266,"2,3,4,4',6-Pentachlorobiphenyl",74472-38-1,740274,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:50-05:00
2491,"2,3,4,4'-Tetrachlorobiphenyl",33025-41-1,692210,Y,Y,N,N,"Organics, PCBs",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:39:50-05:00
18214,"2,3,4,4,4-Pentafluoro-2-(trifluoromethyl)butanoic acid",917951-66-7,1973908,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
17165,"2,3,4,4,4-Pentafluoro-3-(trifluoromethyl)butanoic acid",917951-62-3,1843757,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
22809,"2,3,4,4,5,5,5-Heptafluoropent-2-enoic acid",103229-91-0,1851626,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
18945,"2,3,4,4,5,5,6,6,6-Nonafluorohex-2-enoyl fluoride",88022-45-1,1849369,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
20372,"2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodec-2-enoic acid",71178-11-5,1849979,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
18028,"2,3,4,5,6,6,7,7-Octafluorocyclohepta-2,4-dien-1-one",92406-76-3,1973931,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
3251,"2,3,4,5,6-PEBDE",189084-65-9,,N,N,N,N,"Organics, PCBs",Accepted,Request Date: 23-Jul-14 (nps.gov cas# review),,2019-10-31T10:44:01-04:00
271,"2,3,4,5,6-Pentachlorobiphenyl",18259-05-7,739086,Y,N,N,N,"Organics, PCBs",Accepted,PCB Congener; Request Date: 02-MAR-07,,2007-03-02T08:39:51-05:00
16486,"2,3,4,5,6-Pentafluoro-2-[1,1,2,2,3,4,4,4-octafluoro-3-(trifluoromethyl)butyl]-2H-pyran",88179-52-6,1973801,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
17211,"2,3,4,5,6-Pentafluoro-N-(3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",862130-96-9,1843762,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
21594,"2,3,4,5,6-Pentakis(1,1,2,2,2-pentafluoroethyl)-1-azabicyclo[2.2.0]hexa-2,5-diene",30567-91-0,1973117,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
19607,"2,3,4,5,6-Pentakis(1,1,2,2,2-pentafluoroethyl)pyridine",20017-53-2,1851952,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
6064,"2,3,4,5,6-pentachloro-p-terphenyl",61577-01-3,,N,N,N,N,Not Assigned,Accepted,Request Date: 18-Nov-16 GLENDA Biological Data Migration (nps.gov cas# review),,2019-10-31T10:44:01-04:00
20434,"2,3,4,5,7,7,8,8-Octafluorobicyclo[4.2.0]octa-1,3,5-triene",52196-63-1,1974044,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
17186,"2,3,4,5,7,7,8-Heptafluoro-8-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)bicyclo[4.2.0]octa-1,3,5-triene",103634-36-2,1843763,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17173,"2,3,4,5,8-Pentafluoro-8-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)bicyclo[4.2.0]octa-1,3,5-trien-7-one",1419865-30-7,1843764,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
19917,"2,3,4,5-Tetrabromo-7,7,8,8-tetrafluorobicyclo[4.2.0]octa-1,3,5-triene",64726-07-4,1973512,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
4229,"2,3,4,5-Tetrachlorobenzenamine",634-83-3,,N,N,N,N,"Organics, Pesticide",Accepted,; Request Date: 30-MAY-13,,2013-05-30T08:42:18-04:00
