TRANSECT,Group,Species,DEPTH_CLASS,Epi_Density_m3,DeepTow_Density_m3,Hypo_Density_m3,Total_Density_m3,Latitude,Longitude
LUD5,AdultCalanoid,Leptodiaptomus minutus,S,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus minutus,S,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus minutus,S,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Epischura lacustris,S,4.210819554,16.34902338,14.7294774,20.55984293,43.94255,-86.524
LUD5,AdultCalanoid,Epischura lacustris,S,4.210819554,16.34902338,14.7294774,20.55984293,43.94255,-86.524
LUD5,Rotifera,Ascomorpha spp.,S,155.0985203,48.26321285,48.26321285,203.3617331,43.94255,-86.524
LUD5,Rotifera,Asplanchna spp,S,38.95008088,NA,NA,38.95008088,43.94255,-86.524
LUD5,Rotifera,Collotheca spp.,S,795.4939942,1063.358397,757.3991687,1858.852391,43.94255,-86.524
LUD5,Rotifera,Conochilus unicornis,S,1280.440046,10723.39162,10230.91468,12003.83167,43.94255,-86.524
LUD5,Rotifera,Gastropus spp.,S,116.499341,550.4917735,505.6843346,666.9911145,43.94255,-86.524
LUD5,Rotifera,Kellicottia longispina,S,38.95008088,121.9457977,106.9649973,160.8958785,43.94255,-86.524
LUD5,Rotifera,Keratella spp.,S,795.4939942,184.7663601,184.7663601,980.2603542,43.94255,-86.524
LUD5,Rotifera,Ploesoma hudsoni,S,19.29958962,NA,NA,19.29958962,43.94255,-86.524
LUD5,Rotifera,Ploesoma truncatum,S,543.1957225,256.2093527,47.28792092,799.4050752,43.94255,-86.524
LUD5,Rotifera,Polyarthra spp.,S,1435.538566,1987.638116,1435.507898,3423.176683,43.94255,-86.524
LUD5,Rotifera,Synchaeta spp.,S,77.54926013,209.9617728,180.1351343,287.511033,43.94255,-86.524
LUD5,Rotifera,Trichocerca spp.,S,38.95008088,23.06780011,8.08699977,62.01788099,43.94255,-86.524
LUD5,Nauplii,Copepod nauplii,S,3220.224254,2580.570163,1342.022373,5800.794417,43.94255,-86.524
LUD5,Mollusks,Dreissenid Veligers,S,116.499341,2426.374237,2381.566798,2542.873578,43.94255,-86.524
LUD5,Cladoceran,Cercopagis pengoi,D,3.158114666,14.44536997,13.23071048,17.60348464,43.94255,-86.524
LUD5,Cladoceran,Bosmina longirostris,D,892.3428439,530.7833617,187.5745756,1423.126206,43.94255,-86.524
LUD5,Cladoceran,Eubosmina coregoni,D,NA,3.247408753,NA,3.247408753,43.94255,-86.524
LUD5,Cladoceran,Chydorus spp,D,4.210819554,7.054715567,5.435169585,11.26553512,43.94255,-86.524
LUD5,Cladoceran,Ceriodaphnia spp.,D,NA,1.679694183,NA,1.679694183,43.94255,-86.524
LUD5,Cladoceran,Daphnia galeata mendotae,D,NA,20.38028942,NA,20.38028942,43.94255,-86.524
LUD5,Cladoceran,Daphnia retrocurva,D,NA,17.13288066,NA,17.13288066,43.94255,-86.524
LUD5,ImmatureCalanoid,Calanoid copepodites,D,8.070737479,747.7998501,744.6957203,755.8705876,43.94255,-86.524
LUD5,ImmatureCalanoid,Epischura copepodites,D,40.70458903,30.23449529,14.57888412,70.93908431,43.94255,-86.524
LUD5,AdultCyclopoid,Diacyclops thomasi,D,NA,51.28666238,NA,51.28666238,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,103.6931209,NA,103.6931209,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,103.6931209,NA,103.6931209,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus minutus,D,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus minutus,D,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus minutus,D,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus minutus,D,16.49237659,752.2790346,745.9358128,768.7714112,43.94255,-86.524
LUD5,AdultCalanoid,Leptodiaptomus sicilis,D,NA,1.679694183,NA,1.679694183,43.94255,-86.524
LUD5,AdultCalanoid,Epischura lacustris,D,4.210819554,16.34902338,14.7294774,20.55984293,43.94255,-86.524
LUD5,AdultCalanoid,Epischura lacustris,D,4.210819554,16.34902338,14.7294774,20.55984293,43.94255,-86.524
LUD5,Rotifera,Ascomorpha spp.,D,155.0985203,48.26321285,48.26321285,203.3617331,43.94255,-86.524
LUD5,Rotifera,Collotheca spp.,D,795.4939942,1063.358397,757.3991687,1858.852391,43.94255,-86.524
LUD5,Rotifera,Conochilus unicornis,D,1280.440046,10723.39162,10230.91468,12003.83167,43.94255,-86.524
LUD5,Rotifera,Gastropus spp.,D,116.499341,550.4917735,505.6843346,666.9911145,43.94255,-86.524
LUD5,Rotifera,Kellicottia longispina,D,38.95008088,121.9457977,106.9649973,160.8958785,43.94255,-86.524
LUD5,Rotifera,Keratella spp.,D,795.4939942,184.7663601,184.7663601,980.2603542,43.94255,-86.524
LUD5,Rotifera,Ploesoma truncatum,D,543.1957225,256.2093527,47.28792092,799.4050752,43.94255,-86.524
LUD5,Rotifera,Polyarthra spp.,D,1435.538566,1987.638116,1435.507898,3423.176683,43.94255,-86.524
LUD5,Rotifera,Synchaeta spp.,D,77.54926013,209.9617728,180.1351343,287.511033,43.94255,-86.524
LUD5,Rotifera,Trichocerca spp.,D,38.95008088,23.06780011,8.08699977,62.01788099,43.94255,-86.524
LUD5,Nauplii,Copepod nauplii,D,3220.224254,2580.570163,1342.022373,5800.794417,43.94255,-86.524
LUD5,Mollusks,Dreissenid Veligers,D,116.499341,2426.374237,2381.566798,2542.873578,43.94255,-86.524
LUD8,Cladoceran,Bythotrephes longimanus,S,0.426226063,0.490416735,0.416290463,0.916642798,43.934833,-86.56545
LUD8,Cladoceran,Bosmina longirostris,S,107.4089679,1006.531307,987.8514869,1113.940275,43.934833,-86.56545
LUD8,Cladoceran,Eubosmina coregoni,S,0.852452126,NA,NA,0.852452126,43.934833,-86.56545
LUD8,ImmatureCyclopoid,Cyclops copepodites,S,24.2948856,4032.598731,4028.373533,4056.893616,43.934833,-86.56545
LUD8,ImmatureCalanoid,Calanoid copepodites,S,20.03262497,8304.618911,8301.134977,8324.651536,43.934833,-86.56545
LUD8,ImmatureCalanoid,Epischura copepodites,S,5.54093882,52.57267402,51.60903249,58.11361284,43.934833,-86.56545
LUD8,Harpacticoid,Harpacticoid copepodites,S,2.983582442,NA,NA,2.983582442,43.934833,-86.56545
LUD8,AdultCyclopoid,Diacyclops thomasi,S,1.704904252,NA,NA,1.704904252,43.934833,-86.56545
LUD8,AdultCyclopoid,Diacyclops thomasi,S,1.704904252,NA,NA,1.704904252,43.934833,-86.56545
LUD8,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,0.852452126,NA,NA,0.852452126,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus ashlandi,S,1.704904252,NA,NA,1.704904252,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus ashlandi,S,1.704904252,NA,NA,1.704904252,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,S,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,S,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,S,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,S,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus siciloides,S,0.852452126,NA,NA,0.852452126,43.934833,-86.56545
LUD8,Rotifera,Ascomorpha spp.,S,146.6217657,NA,NA,146.6217657,43.934833,-86.56545
LUD8,Rotifera,Collotheca spp.,S,1540.380992,1820.230755,1552.338408,3360.611747,43.934833,-86.56545
LUD8,Rotifera,Conochilus unicornis,S,1247.137461,38377.0712,38160.17773,39624.20866,43.934833,-86.56545
LUD8,Rotifera,Gastropus spp.,S,109.9663243,3574.745667,3555.621088,3684.711991,43.934833,-86.56545
LUD8,Rotifera,Keratella spp.,S,1136.74491,407.1439736,209.4492066,1543.888884,43.934833,-86.56545
LUD8,Rotifera,Lecane spp.,S,73.31088285,NA,NA,73.31088285,43.934833,-86.56545
LUD8,Rotifera,Ploesoma truncatum,S,256.58809,NA,NA,256.58809,43.934833,-86.56545
LUD8,Rotifera,Polyarthra spp.,S,2420.537812,5180.860475,4759.897377,7601.398287,43.934833,-86.56545
LUD8,Rotifera,Synchaeta spp.,S,770.190496,NA,NA,770.190496,43.934833,-86.56545
LUD8,Nauplii,Copepod nauplii,S,3924.263363,7794.193173,7111.712589,11718.45654,43.934833,-86.56545
LUD8,Mollusks,Dreissenid Veligers,S,109.9663243,3243.42012,3224.295542,3353.386445,43.934833,-86.56545
LUD8,Cladoceran,Bythotrephes longimanus,D,0.426226063,0.490416735,0.416290463,0.916642798,43.934833,-86.56545
LUD8,Cladoceran,Cercopagis pengoi,D,NA,0.490416735,NA,0.490416735,43.934833,-86.56545
LUD8,Cladoceran,Bosmina longirostris,D,107.4089679,1006.531307,987.8514869,1113.940275,43.934833,-86.56545
LUD8,Cladoceran,Daphnia galeata mendotae,D,NA,665.8878431,NA,665.8878431,43.934833,-86.56545
LUD8,ImmatureCyclopoid,Cyclops copepodites,D,24.2948856,4032.598731,4028.373533,4056.893616,43.934833,-86.56545
LUD8,ImmatureCalanoid,Calanoid copepodites,D,20.03262497,8304.618911,8301.134977,8324.651536,43.934833,-86.56545
LUD8,ImmatureCalanoid,Epischura copepodites,D,5.54093882,52.57267402,51.60903249,58.11361284,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,D,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,D,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,D,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Leptodiaptomus minutus,D,14.06546008,1888.692931,1886.246764,1902.758391,43.934833,-86.56545
LUD8,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,525.5305735,NA,525.5305735,43.934833,-86.56545
LUD8,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,525.5305735,NA,525.5305735,43.934833,-86.56545
LUD8,AdultCalanoid,Epischura lacustris,D,NA,105.0472647,NA,105.0472647,43.934833,-86.56545
LUD8,Rotifera,Collotheca spp.,D,1540.380992,1820.230755,1552.338408,3360.611747,43.934833,-86.56545
LUD8,Rotifera,Conochilus unicornis,D,1247.137461,38377.0712,38160.17773,39624.20866,43.934833,-86.56545
LUD8,Rotifera,Gastropus spp.,D,109.9663243,3574.745667,3555.621088,3684.711991,43.934833,-86.56545
LUD8,Rotifera,Kellicottia longispina,D,NA,801.9294455,NA,801.9294455,43.934833,-86.56545
LUD8,Rotifera,Keratella spp.,D,1136.74491,407.1439736,209.4492066,1543.888884,43.934833,-86.56545
LUD8,Rotifera,Polyarthra spp.,D,2420.537812,5180.860475,4759.897377,7601.398287,43.934833,-86.56545
LUD8,Nauplii,Copepod nauplii,D,3924.263363,7794.193173,7111.712589,11718.45654,43.934833,-86.56545
LUD8,Mollusks,Dreissenid Veligers,D,109.9663243,3243.42012,3224.295542,3353.386445,43.934833,-86.56545
MAN12,Cladoceran,Cercopagis pengoi,S,0.444858896,0.644825173,0.583465325,1.089684069,44.082467,-87.502733
MAN12,Cladoceran,Bosmina longirostris,S,82.74375474,547.5371748,536.1242431,630.2809295,44.082467,-87.502733
MAN12,Cladoceran,Bosmina spp.,S,12.4560491,NA,NA,12.4560491,44.082467,-87.502733
MAN12,Cladoceran,Daphnia galeata mendotae,S,20.01865034,197.0746934,194.3135003,217.0933437,44.082467,-87.502733
MAN12,Cladoceran,Leptodora kindti,S,2.669153379,NA,NA,2.669153379,44.082467,-87.502733
MAN12,ImmatureCyclopoid,Cyclops copepodites,S,72.95685902,1949.145291,1939.082276,2022.10215,44.082467,-87.502733
MAN12,ImmatureCalanoid,Calanoid copepodites,S,143.2445647,2255.75966,2236.001789,2399.004225,44.082467,-87.502733
MAN12,ImmatureCalanoid,Epischura copepodites,S,72.95685902,284.6903137,274.6272987,357.6471728,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,S,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,S,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,S,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,S,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,24.9120982,21.92405587,18.4879044,46.83615407,44.082467,-87.502733
MAN12,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,24.9120982,21.92405587,18.4879044,46.83615407,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,S,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,S,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,S,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,S,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus minutus,S,27.58125158,65.69156447,61.8872539,93.27281605,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus minutus,S,27.58125158,65.69156447,61.8872539,93.27281605,44.082467,-87.502733
MAN12,Rotifera,Ascomorpha spp.,S,906.622431,103.3332339,103.3332339,1009.955665,44.082467,-87.502733
MAN12,Rotifera,Collotheca spp.,S,373.2366141,2170.562134,2119.081222,2543.798749,44.082467,-87.502733
MAN12,Rotifera,Conochilus unicornis,S,2453.396814,18708.47394,18370.07438,21161.87076,44.082467,-87.502733
MAN12,Rotifera,Gastropus spp.,S,106.7661352,206.747071,192.0207075,313.5132061,44.082467,-87.502733
MAN12,Rotifera,Kellicottia longispina,S,1066.771634,4444.538106,4297.397191,5511.30974,44.082467,-87.502733
MAN12,Rotifera,Keratella spp.,S,1386.62518,3100.883652,2909.625007,4487.508833,44.082467,-87.502733
MAN12,Rotifera,Keratella quadrata,S,53.38306758,103.3332339,95.97005219,156.7163015,44.082467,-87.502733
MAN12,Rotifera,Ploesoma truncatum,S,373.2366141,NA,NA,373.2366141,44.082467,-87.502733
MAN12,Rotifera,Polyarthra spp.,S,3253.697969,4031.124567,3582.33864,7284.822536,44.082467,-87.502733
MAN12,Rotifera,Synchaeta spp.,S,1440.008248,2584.056276,2385.434449,4024.064524,44.082467,-87.502733
MAN12,Rotifera,Trichocerca spp.,S,53.38306758,103.3332339,95.97005219,156.7163015,44.082467,-87.502733
MAN12,Nauplii,Copepod nauplii,S,4267.086535,5891.606397,5303.042737,10158.69293,44.082467,-87.502733
MAN12,Mollusks,Dreissenid Veligers,S,1653.540518,5064.698716,4836.624162,6718.239234,44.082467,-87.502733
MAN12,Cladoceran,Bythotrephes longimanus,D,NA,0.080603147,NA,0.080603147,44.082467,-87.502733
MAN12,Cladoceran,Cercopagis pengoi,D,0.444858896,0.644825173,0.583465325,1.089684069,44.082467,-87.502733
MAN12,Cladoceran,Bosmina longirostris,D,82.74375474,547.5371748,536.1242431,630.2809295,44.082467,-87.502733
MAN12,Cladoceran,Daphnia galeata mendotae,D,20.01865034,197.0746934,194.3135003,217.0933437,44.082467,-87.502733
MAN12,ImmatureCyclopoid,Cyclops copepodites,D,72.95685902,1949.145291,1939.082276,2022.10215,44.082467,-87.502733
MAN12,ImmatureCalanoid,Calanoid copepodites,D,143.2445647,2255.75966,2236.001789,2399.004225,44.082467,-87.502733
MAN12,ImmatureCalanoid,Epischura copepodites,D,72.95685902,284.6903137,274.6272987,357.6471728,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,D,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,D,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,D,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Diacyclops thomasi,D,9.786895722,350.4624814,349.1125647,360.2493771,44.082467,-87.502733
MAN12,AdultCyclopoid,Tropocyclops prasinus mexicanus,D,24.9120982,21.92405587,18.4879044,46.83615407,44.082467,-87.502733
MAN12,AdultCyclopoid,Tropocyclops prasinus mexicanus,D,24.9120982,21.92405587,18.4879044,46.83615407,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,D,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,D,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,D,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus ashlandi,D,60.05595102,613.2287392,604.9451598,673.2846903,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus minutus,D,27.58125158,65.69156447,61.8872539,93.27281605,44.082467,-87.502733
MAN12,AdultCalanoid,Leptodiaptomus minutus,D,27.58125158,65.69156447,61.8872539,93.27281605,44.082467,-87.502733
MAN12,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,87.69622349,NA,87.69622349,44.082467,-87.502733
MAN12,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,87.69622349,NA,87.69622349,44.082467,-87.502733
MAN12,Rotifera,Ascomorpha spp.,D,906.622431,103.3332339,103.3332339,1009.955665,44.082467,-87.502733
MAN12,Rotifera,Asplanchna spp,D,NA,206.747071,NA,206.747071,44.082467,-87.502733
MAN12,Rotifera,Collotheca spp.,D,373.2366141,2170.562134,2119.081222,2543.798749,44.082467,-87.502733
MAN12,Rotifera,Conochilus unicornis,D,2453.396814,18708.47394,18370.07438,21161.87076,44.082467,-87.502733
MAN12,Rotifera,Gastropus spp.,D,106.7661352,206.747071,192.0207075,313.5132061,44.082467,-87.502733
MAN12,Rotifera,Kellicottia longispina,D,1066.771634,4444.538106,4297.397191,5511.30974,44.082467,-87.502733
MAN12,Rotifera,Keratella spp.,D,1386.62518,3100.883652,2909.625007,4487.508833,44.082467,-87.502733
MAN12,Rotifera,Keratella quadrata,D,53.38306758,103.3332339,95.97005219,156.7163015,44.082467,-87.502733
MAN12,Rotifera,Polyarthra spp.,D,3253.697969,4031.124567,3582.33864,7284.822536,44.082467,-87.502733
MAN12,Rotifera,Synchaeta spp.,D,1440.008248,2584.056276,2385.434449,4024.064524,44.082467,-87.502733
MAN12,Rotifera,Trichocerca spp.,D,53.38306758,103.3332339,95.97005219,156.7163015,44.082467,-87.502733
MAN12,Nauplii,Copepod nauplii,D,4267.086535,5891.606397,5303.042737,10158.69293,44.082467,-87.502733
MAN12,Mollusks,Dreissenid Veligers,D,1653.540518,5064.698716,4836.624162,6718.239234,44.082467,-87.502733
MAN17,Cladoceran,Bythotrephes longimanus,S,0.426226063,0.185971852,0.1581745,0.612197915,44.08295,-87.438867
MAN17,Cladoceran,Bosmina longirostris,S,242.948856,1434.819328,1418.974838,1677.768184,44.08295,-87.438867
MAN17,Cladoceran,Daphnia galeata mendotae,S,17.47526859,150.7301857,149.5904943,168.2054543,44.08295,-87.438867
MAN17,ImmatureCyclopoid,Cyclops copepodites,S,341.4070765,2487.373516,2465.107837,2828.780592,44.08295,-87.438867
MAN17,ImmatureCalanoid,Calanoid copepodites,S,352.9151802,2804.966945,2781.950738,3157.882125,44.08295,-87.438867
MAN17,ImmatureCalanoid,Epischura copepodites,S,63.5076834,29.15108774,25.0092823,92.65877115,44.08295,-87.438867
MAN17,AdultCyclopoid,Diacyclops thomasi,S,51.9995797,1035.305298,1031.914021,1087.304878,44.08295,-87.438867
MAN17,AdultCyclopoid,Diacyclops thomasi,S,51.9995797,1035.305298,1031.914021,1087.304878,44.08295,-87.438867
MAN17,AdultCyclopoid,Diacyclops thomasi,S,51.9995797,1035.305298,1031.914021,1087.304878,44.08295,-87.438867
MAN17,AdultCyclopoid,Diacyclops thomasi,S,51.9995797,1035.305298,1031.914021,1087.304878,44.08295,-87.438867
MAN17,AdultCyclopoid,Mesocyclops edax,S,5.967164883,NA,NA,5.967164883,44.08295,-87.438867
MAN17,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,11.93432977,NA,NA,11.93432977,44.08295,-87.438867
MAN17,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,11.93432977,NA,NA,11.93432977,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus ashlandi,S,34.95053717,1747.763462,1745.484079,1782.713999,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus ashlandi,S,34.95053717,1747.763462,1745.484079,1782.713999,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus ashlandi,S,34.95053717,1747.763462,1745.484079,1782.713999,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus ashlandi,S,34.95053717,1747.763462,1745.484079,1782.713999,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus minutus,S,34.52431111,116.604351,114.3527655,151.1286621,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus minutus,S,34.52431111,116.604351,114.3527655,151.1286621,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus minutus,S,34.52431111,116.604351,114.3527655,151.1286621,44.08295,-87.438867
MAN17,AdultCalanoid,Leptodiaptomus minutus,S,34.52431111,116.604351,114.3527655,151.1286621,44.08295,-87.438867
MAN17,Rotifera,Ascomorpha spp.,S,1311.07137,174.7670476,89.262393,1485.838418,44.08295,-87.438867
MAN17,Rotifera,Asplanchna spp,S,164.0970343,NA,NA,164.0970343,44.08295,-87.438867
MAN17,Rotifera,Collotheca spp.,S,1229.235966,1422.91713,1342.749567,2652.153096,44.08295,-87.438867
MAN17,Rotifera,Conochilus unicornis,S,3277.678425,7335.799167,7122.03753,10613.47759,44.08295,-87.438867
MAN17,Rotifera,Gastropus spp.,S,164.0970343,116.511365,105.8093846,280.6083993,44.08295,-87.438867
MAN17,Rotifera,Kellicottia longispina,S,491.8648768,2166.944015,2134.865871,2658.808892,44.08295,-87.438867
MAN17,Rotifera,Keratella spp.,S,3359.940055,2717.978612,2498.852086,6077.918667,44.08295,-87.438867
MAN17,Rotifera,Ploesoma truncatum,S,245.9324384,349.5340951,333.4950231,595.4665336,44.08295,-87.438867
MAN17,Rotifera,Polyarthra spp.,S,4752.84683,2749.640319,2439.672048,7502.487149,44.08295,-87.438867
MAN17,Rotifera,Synchaeta spp.,S,2212.539494,1844.282853,1699.986799,4056.822346,44.08295,-87.438867
MAN17,Nauplii,Copepod nauplii,S,1475.168404,5079.681648,4983.475013,6554.850053,44.08295,-87.438867
MAN17,Mollusks,Dreissenid Veligers,S,737.3710892,2762.797828,2714.708409,3500.168917,44.08295,-87.438867
MAN17,Cladoceran,Bythotrephes longimanus,D,0.426226063,0.185971852,0.1581745,0.612197915,44.08295,-87.438867
